,0.626615
,0.730766
,0.835068
,0.941387
,1.044884
,1.149073
,1.252956
,1.3552
,1.455964
,1.559571
,1.665393
0.05,1.76832
0.05,1.873553
0.05,1.981935
0.05,2.084923
0.05,2.188918
0.05,2.292722
0.05,2.402784
0.05,2.514316
0.05,2.616419
0.05,2.723517
0.05,2.827878
0.05,2.932028
0.05,3.035831
0.05,3.141751
0.06,3.243999
0.06,3.351601
0.06,3.453661
0.06,3.563767
0.06,3.664433
0.05,3.770411
0.05,3.87337
